wavelength,front_ref,transmittance
1307,0.620185912,0
1308,0.620622993,0
1309,0.62113899,0
1310,0.621125519,0
1311,0.62184,0
1312,0.621664226,0
1313,0.622491539,0
1314,0.622837543,0
1315,0.623144269,0
1316,0.623131096,0
1317,0.623605669,0
1318,0.624151289,0
1319,0.624743581,0
1320,0.62494117,0
1321,0.625851154,0
1322,0.626462936,0
1323,0.626468599,0
1324,0.626415968,0
1325,0.626706541,0
1326,0.626729608,0
1327,0.62736243,0
1328,0.627657413,0
1329,0.627916813,0
1330,0.627757251,0
1331,0.627342165,0
1332,0.62785089,0
1333,0.628133357,0
1334,0.627988219,0
1335,0.628451526,0
1336,0.628348827,0
1337,0.628288746,0
1338,0.628439844,0
1339,0.628356159,0
1340,0.628373504,0
1341,0.628275335,0
1342,0.628534853,0
1343,0.62846297,0
1344,0.627994895,0
1345,0.628113747,0
1346,0.627903342,0
1347,0.628167093,0
1348,0.628254414,0
1349,0.628036857,0
1350,0.627765477,0
1351,0.62808305,0
1352,0.628306985,0
1353,0.628302336,0
1354,0.628345728,0
1355,0.628048718,0
1356,0.627989352,0
1357,0.628043115,0
1358,0.627882063,0
1359,0.627962887,0
1360,0.628252506,0
1361,0.628124774,0
1362,0.62783128,0
1363,0.628359199,0
1364,0.627880573,0
1365,0.627679765,0
1366,0.628330171,0
1367,0.628420055,0
1368,0.62778151,0
1369,0.627836287,0
1370,0.628065228,0
1371,0.627358496,0
1372,0.627091527,0
1373,0.626768053,0
1374,0.626412749,0
1375,0.626388192,0
1376,0.626411855,0
1377,0.626546144,0
1378,0.62604183,0
1379,0.625195146,0
1380,0.625213027,0
1381,0.625518024,0
1382,0.624723375,0
1383,0.623880863,0
1384,0.623466969,0
1385,0.622865617,0
1386,0.621845126,0
1387,0.621245861,0
1388,0.620491803,0
1389,0.618396699,0
1390,0.616715908,0
1391,0.615787446,0
1392,0.61503756,0
1393,0.613838077,0
1394,0.612006307,0
1395,0.610324919,0
1396,0.609167993,0
1397,0.607429862,0
1398,0.605361044,0
1399,0.603429675,0
1400,0.60155791,0
1401,0.599538386,0
1402,0.59671402,0
1403,0.595138252,0
1404,0.592628241,0
1405,0.590287387,0
1406,0.588656485,0
1407,0.58663249,0
1408,0.584528208,0
1409,0.582223117,0
1410,0.579594553,0
1411,0.57745862,0
1412,0.576034069,0
1413,0.573854625,0
1414,0.571325064,0
1415,0.569599092,0
1416,0.567632675,0
1417,0.565702617,0
1418,0.564210296,0
1419,0.561577737,0
1420,0.560516417,0
1421,0.55982244,0
1422,0.557931542,0
1423,0.555761695,0
1424,0.554977417,0
1425,0.554507494,0
1426,0.553077221,0
1427,0.551832259,0
1428,0.550499439,0
1429,0.550104618,0
1430,0.549300432,0
1431,0.547977984,0
1432,0.547299027,0
1433,0.54724139,0
1434,0.546678364,0
1435,0.546008348,0
1436,0.545706391,0
1437,0.544717431,0
1438,0.544053435,0
1439,0.543600976,0
1440,0.543215275,0
1441,0.543908417,0
1442,0.543352127,0
1443,0.542972982,0
1444,0.543178201,0
1445,0.543347955,0
1446,0.542355776,0
1447,0.542921841,0
1448,0.543063939,0
1449,0.543118834,0
1450,0.543640494,0
1451,0.543536365,0
1452,0.543400586,0
1453,0.543860316,0
1454,0.543136358,0
1455,0.544063747,0
1456,0.543265104,0
1457,0.544235706,0
1458,0.54424423,0
1459,0.544812858,0
1460,0.545284212,0
1461,0.544982135,0
1462,0.544777393,0
1463,0.545652092,0
1464,0.546009243,0
1465,0.546986818,0
1466,0.546973705,0
1467,0.547184169,0
1468,0.547119915,0
1469,0.547803521,0
1470,0.548278391,0
1471,0.548359454,0
1472,0.549310803,0
1473,0.550163686,0
1474,0.549753249,0
1475,0.551024139,0
1476,0.551776946,0
1477,0.552245855,0
1478,0.552256227,0
1479,0.553162813,0
1480,0.553367376,0
1481,0.554967523,0
1482,0.554711103,0
1483,0.555945396,0
1484,0.556624472,0
1485,0.556198418,0
1486,0.557661295,0
1487,0.558311701,0
1488,0.559979856,0
1489,0.559984446,0
1490,0.56057775,0
1491,0.561355531,0
1492,0.561803102,0
1493,0.563370764,0
