wavelength,front_ref,transmittance
1046,0.461092919,0.488455497
1047,0.461206493,0.488644552
1048,0.461316236,0.488829752
1049,0.461424465,0.488939707
1050,0.461480142,0.489070019
1051,0.461543548,0.489208218
1052,0.461577495,0.489390344
1053,0.461615248,0.489576446
1054,0.46167473,0.489710808
1055,0.461740524,0.489777679
1056,0.46179085,0.489828828
1057,0.461796145,0.489908153
1058,0.461809168,0.489995358
1059,0.46183379,0.490094381
1060,0.46187776,0.490213101
1061,0.461913973,0.490323965
1062,0.461885654,0.490443345
1063,0.461871471,0.490503047
1064,0.461853402,0.490558819
1065,0.461872763,0.490578507
1066,0.461933436,0.490566056
1067,0.461930853,0.490637581
1068,0.461954093,0.490661214
1069,0.461928254,0.490709113
1070,0.461864921,0.490793123
1071,0.461835174,0.490837111
1072,0.461809286,0.490885046
1073,0.461779515,0.490929053
1074,0.461700595,0.490997411
1075,0.461643716,0.491013897
1076,0.461529957,0.491046919
1077,0.461461483,0.491051656
1078,0.461382492,0.491120171
1079,0.461344915,0.491156411
1080,0.461295744,0.491180869
1081,0.461211825,0.491169968
1082,0.461104771,0.491135527
1083,0.460982329,0.491085425
1084,0.460901361,0.491002981
1085,0.460809838,0.490984367
1086,0.460726041,0.490973635
1087,0.460604689,0.490999311
1088,0.460497835,0.490965136
1089,0.460338061,0.490951765
1090,0.460162972,0.490922846
1091,0.460025531,0.490857563
1092,0.4599227,0.490827555
1093,0.459827575,0.490805411
1094,0.45975469,0.490731132
1095,0.459617453,0.490666073
1096,0.459438148,0.490558141
1097,0.45915715,0.490496273
1098,0.458929172,0.490413644
1099,0.458803788,0.490360723
1100,0.458709,0.490339012
1101,0.458587524,0.490290094
1102,0.458408898,0.490182893
1103,0.458230397,0.490075817
1104,0.45809771,0.490015477
1105,0.457987919,0.489978503
1106,0.457814085,0.489951265
1107,0.457579532,0.489862115
1108,0.457382598,0.489736254
1109,0.457268751,0.489620058
1110,0.457215102,0.489490195
1111,0.457093749,0.489366346
1112,0.456915625,0.489184554
1113,0.456767922,0.489033807
1114,0.456700329,0.489039894
1115,0.456681937,0.489096218
1116,0.45664031,0.489053728
1117,0.456406846,0.488965649
1118,0.45613958,0.488843092
1119,0.455917829,0.488767039
1120,0.455744814,0.488665564
1121,0.455522958,0.488514202
1122,0.455185101,0.488319591
1123,0.454858949,0.488136939
1124,0.454619456,0.48804285
1125,0.454413574,0.48790779
1126,0.454113966,0.487601591
1127,0.453587147,0.487138461
1128,0.453027966,0.486642177
1129,0.452596507,0.48627639
1130,0.45216583,0.485911352
1131,0.451558157,0.485365265
1132,0.450616515,0.484552767
1133,0.44960122,0.483589436
1134,0.448674378,0.482716385
1135,0.447834966,0.481932616
1136,0.447038479,0.481192617
1137,0.446240773,0.480376133
1138,0.44523328,0.479419842
1139,0.443871433,0.478100484
1140,0.442094078,0.476430066
1141,0.440372415,0.474815971
1142,0.439133137,0.473620815
1143,0.438064632,0.472600388
1144,0.436722685,0.47129936
1145,0.434798662,0.469550139
1146,0.432876642,0.467801953
1147,0.431506536,0.46654482
1148,0.430523284,0.465684365
1149,0.429652053,0.464938656
1150,0.42869308,0.464028164
1151,0.427620989,0.463001235
1152,0.426460924,0.46195794
1153,0.425369252,0.46091027
1154,0.424418127,0.460081037
1155,0.423733754,0.459525832
1156,0.423280955,0.459208659
1157,0.422985825,0.458905098
1158,0.422629118,0.458612412
1159,0.422302141,0.458276042
1160,0.421946485,0.457984355
1161,0.421587896,0.457615405
1162,0.42126586,0.45735823
1163,0.421135784,0.457224376
1164,0.421070773,0.457157476
1165,0.420980199,0.457212661
1166,0.420824668,0.457201056
1167,0.420698249,0.457145187
1168,0.420604319,0.457122771
1169,0.420571889,0.457089383
1170,0.420510414,0.457100393
1171,0.420257912,0.456989044
1172,0.419876297,0.456744727
1173,0.419527551,0.456534243
1174,0.419434007,0.456512273
1175,0.419469525,0.456623299
1176,0.41956635,0.456723065
1177,0.41953407,0.456689805
1178,0.419437259,0.456590053
1179,0.419340488,0.456490341
1180,0.419214762,0.45643523
1181,0.419092301,0.456457969
1182,0.418908632,0.456492223
1183,0.418750903,0.456404177
1184,0.418593272,0.45631623
1185,0.418493734,0.456139031
1186,0.41848742,0.455983469
1187,0.418509964,0.455783321
1188,0.418474606,0.455672471
1189,0.418378238,0.455573154
1190,0.41825625,0.455596242
1191,0.41807329,0.455631019
1192,0.417893463,0.455743744
1193,0.417681542,0.455823662
1194,0.417530584,0.455892023
1195,0.417376649,0.455882681
1196,0.417312725,0.455816705
1197,0.417309755,0.455738878
1198,0.417309755,0.455738878
1199,0.417408618,0.455915675
1200,0.417603475,0.456191592
1201,0.417766453,0.456434653
1202,0.417641061,0.456529898
1203,0.417483992,0.456442664
1204,0.417355762,0.456460185
1205,0.417384492,0.456564857
1206,0.417535043,0.456795379
1207,0.417688942,0.456954328
1208,0.417711607,0.457052816
1209,0.417670249,0.457085201
1210,0.417631633,0.457195591
1211,0.417773446,0.457342098
1212,0.417886047,0.457533622
1213,0.417972716,0.457698395
1214,0.417925159,0.457724511
1215,0.417842173,0.457789335
1216,0.417890657,0.457914771
1217,0.418031795,0.458211399
1218,0.418266563,0.458529504
1219,0.41846944,0.458814695
1220,0.418450219,0.458945861
1221,0.41833718,0.459055715
1222,0.418285744,0.459153797
1223,0.418321948,0.459266924
1224,0.418422315,0.459446455
1225,0.418522706,0.459626052
1226,0.418464982,0.459717905
1227,0.418466651,0.459719632
